host;consumer_group;time;cpu;dbtime;iowait;oth_wait;pxqry;pxqtime;pxrel;read;reqs;sys_actsess_max;sys_cpu;sys_iowait;sys_oswait;sys_pga;sys_pxqct;sys_pxruns;sys_pxsrvt;sys_read;sys_redo;sys_rmwait;sys_syspct;sys_write;write;yields
1;adw_unload_group;2018-11-02 00:00:00;0.16100443131462336;0.17946708463949848;0.035087719298245605;0.04227941176470588;0.01038500506585613;0.0;0.01133590063459348;0.38606302232449446;0.013356195289233822;0.38759394919608026;0.4416814683244522;0.5233494363929145;0.029197080291970802;0.33312681021223034;0.47928994082840237;0.040233880481366384;0.3652230827969892;0.4399390882435073;0.3086249655552494;0.13397129186602869;0.3649484536082474;0.1319913140442514;0.09794335887395389;0.004784812812636667
1;adw_unload_group;2018-11-02 05:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0020395271184911103;0.3795071829511939;0.37359384251036104;0.13365539452495973;0.029197080291970802;0.05116255942991768;0.03353057199211046;0.014785109034164539;0.04265299443656595;0.14336951968723818;0.6569302838247452;0.011961722488038277;0.34226804123711346;0.26333705029637894;0.0;0.0
1;adw_unload_group;2018-11-02 10:00:00;0.1683899556868538;0.1967084639498433;0.18651892890120036;0.034007352941176475;0.0007598784194528876;0.0;0.002549221673808103;0.04763688580882812;0.008076888367475858;0.44534297402720946;0.49851983422143276;0.3719806763285024;0.0437956204379562;0.34348022644704124;0.24063116370808676;0.01072339352348843;0.27544452928984403;0.09397252862328959;0.8018737944337283;0.0;0.5175257731958762;0.35583074124068315;0.9195397848005071;0.007615848624980915
1;adw_unload_group;2018-11-02 15:00:00;0.037666174298375196;0.026645768025078374;0.007386888273314865;0.007352941176470589;0.006965552178318136;0.0;0.006752725497640614;0.0821894594136587;0.007752007941521522;0.380410998002093;0.29721728833629363;0.2665056360708535;0.029197080291970802;0.08142135885235083;0.121301775147929;0.00932303082291219;0.13352241736664122;0.06973218025691147;0.7043262606778726;0.0;0.3030927835051546;0.36278537472856387;0.006686866828977874;0.0008300317521109849
1;adw_unload_group;2018-11-02 20:00:00;0.03692762186115215;0.02351097178683386;0.00554016620498615;0.0036764705882352945;0.008865248226950355;0.0;0.0069154417746921945;0.0949705223913877;0.01037812471798574;0.21406145942346108;0.22261693309650682;0.32045088566827695;0.0194647201946472;0.18017561225818315;0.1242603550295858;0.010285365380180222;0.20137449547289188;0.05727275900586428;0.3383852300909342;0.0;0.2;0.12706144726803215;0.007899360597098727;0.0006249498616829395
1;adw_unload_group;2018-11-03 01:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.007661763378756429;0.16325753972029297;0.17169923031379508;0.05958132045088567;0.0170316301703163;0.3008123751620073;0.25049309664694275;0.03380614931782095;0.24544562015926696;0.048214535046076507;0.3742077707357399;0.0;0.16701030927835053;0.17172369270497095;0.0;2.5877841063475755e-06
1;adw_unload_group;2018-11-03 06:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.010847396444364226;0.2573494434402055;0.1438721136767318;0.4315619967793881;0.0194647201946472;0.0;0.029585798816568032;0.009907068347323135;0.03468964764917641;0.031023108070371397;0.41664370349958674;0.0;0.17731958762886602;0.1355713363460297;0.0;0.0
1;adw_unload_group;2018-11-03 11:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.010369100261709232;0.12710493768433065;0.1391355831853167;0.09983896940418678;0.0145985401459854;0.11822979808057807;0.0;0.01005639612345093;0.001745391076688127;0.0;0.37806558280518054;0.0;0.13402061855670105;0.5500322788896063;0.0;0.0
1;adw_unload_group;2018-11-03 16:00:00;0.01772525849335303;0.014890282131661443;0.006463527239150508;0.004595588235294117;0.0;0.0;0.0;0.031225751210767125;0.010820323075534698;0.0;0.06660746003552397;0.019323671497584544;0.0;0.1465854007998791;0.26528599605522685;0.009639937547805628;0.20388349514563103;0.0137967746439542;0.12152108018737945;0.0;0.02268041237113401;0.5844533129878515;0.06480670283980078;0.00013327088147690013
1;adw_unload_group;2018-11-03 21:00:00;0.08271787296898081;0.3205329153605016;0.3859649122807017;0.05606617647058824;0.004052684903748734;0.0;0.006942561154200792;0.16204211596607176;0.013699124627741177;0.32765674055751115;0.2190645352279455;0.39291465378421897;0.012165450121654502;0.19245250676979306;0.601577909270217;0.012694520168375365;0.3742772990073088;0.19318975146607092;0.1476990906585836;0.3755980861244019;0.1505154639175258;0.549093256646517;0.23664925774084092;0.0020624639327590177
1;adw_unload_group;2018-11-04 02:00:00;0.17282127031019204;0.25313479623824453;0.0923361034164358;0.0625;0.011904761904761906;0.014981273408239699;0.01640722460270109;0.19152864367324;0.022967241223716267;0.2922652459328322;0.3226761397276494;0.3880837359098228;0.0170316301703163;0.4726385215125345;0.571992110453649;0.01125765512252344;0.43809316024871825;0.1367067509075677;0.14549462661890328;0.007177033492822966;0.2185567010309279;0.5907036797934153;0.11438825938170077;0.01017257932205232
1;adw_unload_group;2018-11-04 17:00:00;0.3131462333825702;0.22570532915360506;0.022160664819944595;0.025735294117647058;0.11955420466058765;0.0;0.09936540651949884;0.14545259947020575;0.045302770508076885;0.18475882408904956;0.23801065719360565;0.09983896940418678;0.009732360097323601;0.556288236491;0.26824457593688367;0.02491616904567937;0.3401330860695974;0.10256387880480311;0.23477542022595757;0.0;0.12989690721649488;0.6325488585010858;0.2502964680371154;0.01959728903737019
1;adw_unload_group;2018-11-04 22:00:00;0.0635155096011817;0.06426332288401254;0.01477377654662973;0.022058823529411766;0.00734549138804458;0.0;0.006400173564028855;0.05710004548738394;0.011000812201064884;0.16658738464465792;0.13084665482534047;0.0644122383252818;0.009732360097323601;0.23185044498426874;0.116370808678501;0.026810972604989873;0.09654194392931166;0.2493149609047752;0.20501515569027276;0.0;0.11546391752577319;0.07060273490228301;0.04194115169966941;0.001920135806909901
1;adw_unload_group;2018-11-05 03:00:00;0.0;0.0015673981191222574;0.0;0.0018382352941176473;0.0;0.0;0.0;0.0;0.012110820323075533;0.23147179145656924;0.16518650088809944;0.0789049919484702;0.0145985401459854;0.03855788851807776;0.04339250493096647;0.01189478696733538;0.0376349950910876;0.050234745881038816;0.3637365665472582;0.0;0.15876288659793814;0.1936733376371853;2.4201472417581886e-06;0.0
1;adw_unload_group;2018-11-05 08:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.01160545077159101;0.17943107221006557;0.03848431024274719;0.012882447665056362;0.0;0.043188629757255736;0.017751479289940822;0.012956673375355275;0.0;0.09534697012007819;0.13116561036098096;0.0;0.032989690721649464;0.03738482305299605;0.0;0.0
1;adw_unload_group;2018-11-05 13:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.01283277682519628;0.05156502711445152;0.042036708111308455;0.01771336553945249;0.0;0.0125660704974416;0.04930966469428005;0.015083764586420132;0.03163521326497218;0.11603776877967047;0.08762744557729402;0.002392344497607656;0.028865979381443294;0.05340689007570866;0.0;2.5877841063475755e-06
1;adw_unload_group;2018-11-05 18:00:00;0.3626292466765141;0.2260971786833856;0.007386888273314865;0.009650735294117646;0.00493920972644377;0.0;0.012190161089114282;0.12149145104754767;0.030272538579550576;0.24645609361621149;0.3593842510361161;0.19243156199677935;0.0194647201946472;0.23085926485183658;0.16272189349112423;0.021815128894758763;0.24615468528417145;0.15402907707344315;0.1617525489115459;0.06339712918660285;0.24948453608247428;0.24622923880509417;0.05270475655738895;0.016561818280624484
1;adw_unload_group;2018-11-05 23:00:00;0.1152141802067947;0.09012539184952979;0.02031394275161588;0.04411764705882353;0.013424518743667681;0.0;0.012257959537885773;0.37683175911308514;0.020169659777998374;0.3564836837598705;0.33451746595618703;0.6908212560386473;0.024330900243309007;0.16551138025268228;0.4654832347140039;0.03761898520161738;0.22842805716155773;0.46757190728846676;0.18627721135298983;0.052631578947368425;0.288659793814433;0.08785726861905042;0.08492054656605307;0.004787400596743015
1;adw_unload_group;2018-11-06 04:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.012083746954246005;0.35258300827704303;0.2622853759621077;0.10628019323671499;0.024330900243309007;0.05727581827971695;0.045364891518737654;0.014333807310756076;0.09076033598778228;0.12566322256352974;0.4993111049875999;0.002392344497607656;0.2701030927835052;0.23833558307412406;0.0;6.469460265868939e-06
1;adw_unload_group;2018-11-06 09:00:00;0.001477104874446086;0.0015673981191222574;0.0;0.0018382352941176473;0.0;0.0;0.0;0.0005351456934150322;0.023183828174352494;0.39625154599942913;0.33214920071047954;0.1626409017713365;0.0340632603406326;0.04154124258005171;0.05522682445759369;0.014430040766482884;0.07472455547071015;0.09640289025411895;0.7181041609258748;0.0071770334928229675;0.3381443298969072;0.29080345090674337;6.29238282857129e-05;6.081292649916802e-05
1;adw_unload_group;2018-11-06 14:00:00;0.03545051698670606;0.028213166144200632;0.011080332409972297;0.0055147058823529415;0.0491388044579534;0.0;0.040679069262895266;0.07390362026061595;0.024366031946575217;0.41061744838740355;0.30195381882770866;0.09983896940418678;0.024330900243309007;0.14748498672865415;0.1814595660749507;0.019188619232422047;0.2618086615032181;0.07987468584194359;0.7836869661063655;0.0;0.2907216494845361;0.3759610305769118;0.011060072894834922;0.0006935261405011502
1;adw_unload_group;2018-11-06 19:00:00;0.5937961595273266;0.31818181818181823;0.036934441366574325;0.051470588235294115;0.016210739614994935;0.0;0.016271627705158106;0.1682141296301251;0.013644977890082122;0.4741699172295689;0.6429840142095915;0.5958132045088566;0.0437956204379562;0.438358082305243;0.4378698224852071;0.012737659303701172;0.7014290389440384;0.16783021502373638;0.43207495177734917;0.009569377990430623;0.604123711340206;0.31269440694876466;0.1619078504736228;0.028538083124801064
1;adw_unload_group;2018-11-07 00:00:00;0.14180206794682423;0.16144200626959251;0.027700831024930744;0.046875;0.010131712259371834;0.0;0.012203720778868579;0.3786601735655865;0.0162349968414403;0.43145276377128705;0.33806986382474835;0.3961352657004831;0.024330900243309007;0.3379158785748728;0.581854043392505;0.03710463397273275;0.4611105050725427;0.32620950851717395;0.31578947368421056;0.028708133971291863;0.25360824742268034;0.16380069252890428;0.13508293844597505;0.008362424339662191
1;adw_unload_group;2018-11-07 05:00:00;0.0;0.0007836990595611287;0.0;0.0009191176470588236;0.0;0.0;0.0;0.0;0.011226423607977619;0.4649414898677574;0.3445825932504441;0.24637681159420294;0.029197080291970802;0.2849004992538344;0.07297830374753453;0.012946718190280088;0.07603359877822626;0.07220835660430047;0.5759162303664922;0.0;0.3195876288659794;0.331944362932097;0.0;2.5877841063475755e-06
1;adw_unload_group;2018-11-07 10:00:00;0.1994091580502216;0.42946708463949845;0.5263157894736842;0.06985294117647059;0.01038500506585613;0.0;0.020393773390464824;0.1980574211329034;0.016586950636224167;0.6380934259347348;0.43398460627590296;0.6795491143317229;0.038929440389294405;0.10319199257301861;0.38067061143984215;0.015973094453136796;0.3247518272062834;0.11796635018151352;0.6602369798842657;0.0;0.4247422680412371;0.3040084512001878;0.2959452853111584;0.008702717949646896
1;adw_unload_group;2018-11-07 15:00:00;0.0531757754800591;0.03448275862068966;0.011080332409972297;0.0055147058823529415;0.054204660587639314;0.0;0.04707924282692412;0.08080699970566986;0.022380651565743162;0.3906383788412139;0.32326820603907636;0.12882447665056362;0.029197080291970802;0.06744604610721364;0.10256410256410256;0.021179656247459353;0.08879677102650814;0.13045413292376432;0.6216588591898595;0.0;0.3030927835051546;0.2886319619695992;0.01042115402301076;0.0014672735882990753
1;adw_unload_group;2018-11-07 20:00:00;0.6129985228951257;0.3644200626959248;0.035087719298245605;0.03860294117647059;0.010891590678824722;0.0;0.009898573520637848;0.17577752209705758;0.020575760310441293;0.5775853867377032;0.6838365896980462;0.6521739130434782;0.053527980535279795;0.3971727486308302;0.46153846153846156;0.014486453481908941;0.6359768735682337;0.1980766545657638;0.3753100027555801;0.014354066985645932;0.6371134020618556;0.28833851751863376;0.17333336560196322;0.030045467366748527
1;adw_unload_group;2018-11-08 01:00:00;0.137370753323486;0.2021943573667712;0.04062788550323176;0.10477941176470587;0.00987841945288754;0.0;0.010847751803438737;0.38543868568217693;0.01788647234004151;0.39453905432404135;0.31557134399052694;0.35104669887278583;0.0194647201946472;0.4150741814912976;0.5857988165680473;0.040373253072419;0.39849460019635646;0.35542620776319456;0.1950950675117112;0.016746411483253586;0.2309278350515464;0.18786313750806977;0.08987216782269034;0.008616027182084252
1;adw_unload_group;2018-11-08 06:00:00;0.0;0.0015673981191222574;0.0;0.0018382352941176473;0.0;0.0;0.0;0.0;0.012453749661582888;0.5945200266387592;0.5115452930728241;0.41545893719806765;0.0340632603406326;0.0841089944853747;0.3372781065088758;0.022483785492308794;0.275771790116723;0.14007522340128453;0.5400936897216865;0.004784688995215312;0.4082474226804124;0.2521274722694994;0.0;5.175568212695151e-06
1;adw_unload_group;2018-11-08 11:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00794152152332822;0.4831129293121491;0.4476021314387211;0.33977455716586147;0.03649635036496351;0.29964716604262664;0.1992110453648915;0.023333294618724708;0.13548598232791537;0.07807700363027087;0.6668503720033069;0.002392344497607656;0.37319587628865986;0.2838194729737661;0.0;5.175568212695151e-06
