INSTANCE_NUMBER, SNAP_ID, T_BEG, USR_GROUP, CPU, DBTIME, PGA, OTH_WAIT, PXENQ, PXQTIME, PXQRY, PXREL, REQS, YIELDS, IOWAIT, READ, WRITE
1, 130499, 18/01/2019 00:00:03, ADW_UNLOAD_GROUP, 0, 0.1, 1.1, 0.1, 0, 0, 0, 0, 514, 1, 0, 3.6, 46.3
1, 130500, 18/01/2019 00:20:09, ADW_UNLOAD_GROUP, 0, 0.1, 0.3, 0.1, 0, 0, 0, 0, 589, 0, 0, 0, 0
1, 130501, 18/01/2019 00:40:19, ADW_UNLOAD_GROUP, 0, 0, 0.7, 0, 0, 0, 0, 0, 423, 2, 0, 0, 0
1, 130502, 18/01/2019 01:00:25, ADW_UNLOAD_GROUP, 8.7, 23.5, 2332.3, 10.4, 0, 0, 10, 124, 1255, 3359, 4.4, 4206.1, 4339.1
1, 130503, 18/01/2019 01:20:05, ADW_UNLOAD_GROUP, 2.3, 5.4, 1082.2, 1.1, 0, 0, 17, 146, 667, 778, 2, 554.7, 3683.9
1, 130504, 18/01/2019 01:40:02, ADW_UNLOAD_GROUP, 1, 3.7, 387.1, 2.4, 0, 0, 6, 38, 334, 200, 0.3, 166, 917.1
1, 130505, 18/01/2019 02:00:06, ADW_UNLOAD_GROUP, 1.4, 4.4, 435.5, 2.7, 0, 0, 6, 40, 570, 324, 0.3, 226.8, 835
1, 130506, 18/01/2019 02:20:27, ADW_UNLOAD_GROUP, 13.7, 20.5, 8932.7, 4.8, 0, 0, 28, 280, 1391, 14987, 2, 3900.3, 3315.7
1, 130507, 18/01/2019 02:40:34, ADW_UNLOAD_GROUP, 30.9, 40.6, 16080.2, 8.7, 0, 0, 31, 368, 1217, 45102, 1, 4419.9, 1333
1, 130508, 18/01/2019 03:00:03, ADW_UNLOAD_GROUP, 30.5, 49.1, 11205.9, 13.8, 0, 0, 32, 453, 1073, 35056, 4.8, 3094.3, 5303.1
1, 130509, 18/01/2019 03:20:04, ADW_UNLOAD_GROUP, 9, 13, 10323.1, 2.5, 0, 0, 25, 276, 578, 3058, 1.5, 1980.1, 2408.7
1, 130510, 18/01/2019 03:40:11, ADW_UNLOAD_GROUP, 1.8, 6.8, 11159.4, 3.7, 0, 0, 8, 48, 320, 360, 1.3, 337.5, 922.1
1, 130511, 18/01/2019 04:00:13, ADW_UNLOAD_GROUP, 2.9, 5.8, 8024.2, 2.4, 0, 0, 9, 76, 251, 696, 0.5, 230.1, 965.8
1, 130512, 18/01/2019 04:20:04, ADW_UNLOAD_GROUP, 0.5, 2.9, 319.2, 1.7, 0, 0, 0, 0, 59, 64, 0.7, 40.3, 1183.8
1, 130513, 18/01/2019 04:40:16, ADW_UNLOAD_GROUP, 0.2, 1, 113.9, 0.6, 0, 0, 4, 40, 161, 19, 0.2, 20.5, 539.2
1, 130514, 18/01/2019 05:00:28, ADW_UNLOAD_GROUP, 0, 0, 0, 0, 0, 0, 0, 0, 431, 0, 0, 0, 0
1, 130515, 18/01/2019 05:20:45, ADW_UNLOAD_GROUP, 0, 0, 0, 0, 0, 0, 0, 0, 278, 0, 0, 0, 0
1, 130516, 18/01/2019 05:40:21, ADW_UNLOAD_GROUP, 0, 0, 0, 0, 0, 0, 0, 0, 202, 0, 0, 0, 0
1, 130517, 18/01/2019 06:00:31, ADW_UNLOAD_GROUP, 0, 0, 0, 0, 0, 0, 0, 0, 48, 0, 0, 0, 0
1, 130518, 18/01/2019 06:20:19, ADW_UNLOAD_GROUP, 0, 0, 0, 0, 0, 0, 0, 0, 81, 1, 0, 0, 0
1, 130519, 18/01/2019 06:40:04, ADW_UNLOAD_GROUP, 0, 0, 0, 0, 0, 0, 0, 0, 327, 0, 0, 0, 0
1, 130520, 18/01/2019 07:00:00, ADW_UNLOAD_GROUP, 0, 0, 0, 0, 0, 0, 0, 0, 417, 0, 0, 0, 0
1, 130521, 18/01/2019 07:20:09, ADW_UNLOAD_GROUP, 0, 0, 0, 0, 0, 0, 0, 0, 400, 0, 0, 0, 0
1, 130522, 18/01/2019 07:40:16, ADW_UNLOAD_GROUP, 0, 0, 0, 0, 0, 0, 0, 0, 291, 0, 0, 0, 0
1, 130523, 18/01/2019 08:00:04, ADW_UNLOAD_GROUP, 0, 0, 0, 0, 0, 0, 0, 0, 94, 0, 0, 0, 0
1, 130524, 18/01/2019 08:20:21, ADW_UNLOAD_GROUP, 0, 0, 0, 0, 0, 0, 0, 0, 39, 0, 0, 0, 0
1, 130525, 18/01/2019 08:40:04, ADW_UNLOAD_GROUP, 0, 0, 0, 0, 0, 0, 0, 0, 143, 1, 0, 0, 0
1, 130526, 18/01/2019 09:00:14, ADW_UNLOAD_GROUP, 0, 0, 0, 0, 0, 0, 0, 0, 682, 0, 0, 0, 0
1, 130527, 18/01/2019 09:20:07, ADW_UNLOAD_GROUP, 0, 0.1, 0.2, 0.1, 0, 0, 0, 0, 281, 0, 0, 0, 0
1, 130528, 18/01/2019 09:40:18, ADW_UNLOAD_GROUP, 0, 0.1, 35.3, 0.1, 0, 0, 0, 0, 383, 0, 0, 0, 0
1, 130529, 18/01/2019 10:00:37, ADW_UNLOAD_GROUP, 12.2, 13.8, 8909, 1.5, 0, 0, 3, 47, 375, 3336, 0.1, 1408.2, 37.7
1, 130499, 18/01/2019 00:00:03, FP_DM_PRIOR, 13.2, 21, 24636.2, 4.6, 0, 0, 3, 68, 123, 10524, 3.2, 704.3, 10678.9
1, 130500, 18/01/2019 00:20:09, FP_DM_PRIOR, 7.1, 18.1, 24406.8, 9.8, 0, 0, 4, 112, 289, 2385, 1.2, 441.3, 4924.9
1, 130501, 18/01/2019 00:40:19, FP_DM_PRIOR, 16.3, 29.5, 12350.2, 9.9, 0, 0, 54, 1512, 1609, 12622, 3.3, 1836.3, 7300.4
1, 130502, 18/01/2019 01:00:25, FP_DM_PRIOR, 6, 19.3, 5810.8, 8.3, 0, 0, 1, 16, 2, 3127, 5, 271.2, 11154.8
1, 130503, 18/01/2019 01:20:05, FP_DM_PRIOR, 5.3, 11.4, 5372.3, 4.3, 0, 0, 1, 32, 4, 2245, 1.8, 250.7, 4373.4
1, 130504, 18/01/2019 01:40:02, FP_DM_PRIOR, 1.8, 6.8, 6992.5, 4.2, 0, 0, 2, 41, 47, 390, 0.8, 100.9, 2599
1, 130505, 18/01/2019 02:00:06, FP_DM_PRIOR, 1.5, 7.1, 2052.2, 4.6, 0, 0, 1, 32, 4, 391, 1, 40.2, 2972.8
1, 130506, 18/01/2019 02:20:27, FP_DM_PRIOR, 8.4, 19.8, 2858.9, 9.6, 0, 0, 10, 184, 408, 6800, 1.8, 595.7, 4480.7
1, 130507, 18/01/2019 02:40:34, FP_DM_PRIOR, 4.3, 14, 1736.2, 7.8, 0, 0, 3, 80, 38, 2556, 1.9, 313.9, 4312.8
1, 130508, 18/01/2019 03:00:03, FP_DM_PRIOR, 5.4, 11.7, 2158.3, 4.5, 0, 0, 0, 0, 4, 3313, 1.8, 197.7, 3297.3
1, 130509, 18/01/2019 03:20:04, FP_DM_PRIOR, 1.2, 6.6, 502.2, 3.7, 0, 0, 0, 0, 0, 304, 1.7, 30.1, 2454.9
1, 130510, 18/01/2019 03:40:11, FP_DM_PRIOR, 3.2, 13, 1032.5, 6, 0, 0, 35, 948, 1214, 1192, 3.8, 1469, 3061.4
1, 130511, 18/01/2019 04:00:13, FP_DM_PRIOR, 3.3, 12.1, 1021.2, 7.2, 0, 0, 29, 680, 807, 1307, 1.6, 632.2, 3685.6
1, 130512, 18/01/2019 04:20:04, FP_DM_PRIOR, 2, 6.4, 652.3, 3, 0, 0, 4, 64, 56, 523, 1.4, 126.6, 2873.2
1, 130513, 18/01/2019 04:40:16, FP_DM_PRIOR, 3, 3.9, 1152.5, 0.7, 0, 0, 2, 48, 16, 525, 0.2, 121.9, 760.7
1, 130514, 18/01/2019 05:00:28, FP_DM_PRIOR, 3, 7.6, 1278.4, 3.8, 0, 0, 60, 1528, 1765, 1028, 0.8, 857.8, 874.6
1, 130515, 18/01/2019 05:20:45, FP_DM_PRIOR, 3.4, 6.4, 989.8, 2.5, 0, 0, 15, 384, 386, 1070, 0.5, 736.7, 1134.5
1, 130516, 18/01/2019 05:40:21, FP_DM_PRIOR, 3.1, 6.4, 1059.2, 2.9, 0, 0, 0, 0, 0, 1095, 0.4, 241.7, 1472.2
1, 130517, 18/01/2019 06:00:31, FP_DM_PRIOR, 2, 2.9, 601.9, 0.9, 0, 0, 2, 48, 120, 486, 0, 94.4, 63.2
1, 130518, 18/01/2019 06:20:19, FP_DM_PRIOR, 5.9, 11.2, 1573.1, 4.4, 0, 0, 59, 1628, 1833, 2782, 0.9, 1132.8, 1967.1
1, 130519, 18/01/2019 06:40:04, FP_DM_PRIOR, 2, 3.7, 604.6, 1.2, 0, 0, 31, 395, 482, 634, 0.5, 324.5, 1750.9
1, 130520, 18/01/2019 07:00:00, FP_DM_PRIOR, 2.7, 2.9, 850, 0.2, 0, 0, 1, 16, 16, 566, 0, 78.9, 61.1
1, 130521, 18/01/2019 07:20:09, FP_DM_PRIOR, 5.1, 10.9, 1615.8, 4.9, 0, 0, 78, 1960, 2154, 3088, 0.9, 1019.1, 1109.1
1, 130522, 18/01/2019 07:40:16, FP_DM_PRIOR, 3.1, 6.4, 646.5, 2.6, 0, 0, 33, 808, 1058, 1849, 0.7, 495, 1494.5
1, 130523, 18/01/2019 08:00:04, FP_DM_PRIOR, 1.1, 4, 685, 2.4, 2, 0, 7, 116, 176, 407, 0.5, 170.6, 778.4
