INSTANCE_NUMBER, SNAP_ID, T_BEG, USR_GROUP, CPU, DBTIME, PGA, OTH_WAIT, PXENQ, PXQTIME, PXQRY, PXREL, REQS, YIELDS, IOWAIT, READ, WRITE
1, 128019, 11/12/2018 00:00:12, ADW_UNLOAD_GROUP, 5.5, 7.2, 2674.3, 1.7, 4, 7.7, 2, 48, 480, 1897, 0, 121.2, 28.7
1, 128020, 11/12/2018 00:20:06, ADW_UNLOAD_GROUP, 12.6, 15.3, 2659.3, 2.3, 1, 8.3, 1, 16, 583, 4147, 0.4, 336.9, 867.2
1, 128021, 11/12/2018 00:40:13, ADW_UNLOAD_GROUP, 19.3, 21.6, 4637.5, 0.7, 0, 7.6, 0, 0, 349, 9419, 1.6, 339.6, 3659.3
1, 128022, 11/12/2018 01:00:05, ADW_UNLOAD_GROUP, 16.9, 18.4, 5238, 0.4, 10, 10, 2, 48, 553, 8403, 1.1, 1472, 991.6
1, 128023, 11/12/2018 01:20:19, ADW_UNLOAD_GROUP, 12.6, 12.8, 5692.4, 0.2, 1, 11.5, 0, 0, 262, 6176, 0, 209.4, 15.2
1, 128024, 11/12/2018 01:40:26, ADW_UNLOAD_GROUP, 13.3, 13.8, 5801.8, 0.5, 1, 11.6, 0, 0, 230, 7308, 0, 169.6, 28.2
1, 128025, 11/12/2018 02:00:01, ADW_UNLOAD_GROUP, 5.9, 5.9, 3521.9, 0, 0, 11.8, 2, 48, 456, 3189, 0, 136.5, 0.9
1, 128026, 11/12/2018 02:20:10, ADW_UNLOAD_GROUP, 5.7, 6, 4151, 0.3, 12, 14.1, 0, 0, 328, 2433, 0, 184.2, 0.6
1, 128027, 11/12/2018 02:40:18, ADW_UNLOAD_GROUP, 3.4, 10.8, 1947.2, 7.2, 6, 15.4, 7, 100, 548, 1010, 0.2, 181.2, 278
1, 128028, 11/12/2018 03:00:12, ADW_UNLOAD_GROUP, 3.2, 8.8, 1541.7, 4.9, 3, 13.2, 8, 120, 456, 1460, 0.7, 690.9, 1106.8
1, 128029, 11/12/2018 03:20:37, ADW_UNLOAD_GROUP, 1.9, 6.4, 2635.7, 3.8, 2, 13.2, 2, 32, 329, 809, 0.7, 392.6, 2712.3
1, 128030, 11/12/2018 03:40:06, ADW_UNLOAD_GROUP, 2.3, 4.6, 4287.4, 1.9, 1, 13.3, 2, 32, 421, 922, 0.4, 171.2, 178.1
1, 128031, 11/12/2018 04:00:07, ADW_UNLOAD_GROUP, 0.3, 1.4, 78.8, 1, 2, 13.8, 1, 8, 713, 109, 0.1, 45.5, 132
1, 128032, 11/12/2018 04:20:02, ADW_UNLOAD_GROUP, 1.3, 10.3, 511, 6.3, 1, 13.6, 1, 8, 616, 373, 2.7, 395.3, 5193
1, 128033, 11/12/2018 04:40:24, ADW_UNLOAD_GROUP, 1.7, 6.7, 456.9, 3.6, 3, 11.9, 3, 20, 564, 525, 1.4, 93.2, 3258.5
1, 128034, 11/12/2018 05:00:14, ADW_UNLOAD_GROUP, 4.5, 9.3, 920.6, 3, 2, 12.8, 6, 110, 1134, 1931, 1.8, 1292.7, 2106.5
1, 128035, 11/12/2018 05:20:33, ADW_UNLOAD_GROUP, 4.7, 10.5, 5225, 5.1, 9, 11.2, 8, 80, 676, 1139, 0.7, 308.8, 1219.5
1, 128036, 11/12/2018 05:40:01, ADW_UNLOAD_GROUP, 1.8, 4.5, 3490.8, 2.1, 3, 12.4, 4, 64, 694, 443, 0.6, 221, 1949.7
1, 128037, 11/12/2018 06:00:05, ADW_UNLOAD_GROUP, 1.4, 1.9, 112.7, 0.5, 3, 12.9, 2, 48, 770, 507, 0, 788, 27.7
1, 128038, 11/12/2018 06:20:04, ADW_UNLOAD_GROUP, 0.1, 0.2, 5, 0.1, 1, 13, 1, 16, 570, 7, 0, 0, 2.2
1, 128039, 11/12/2018 06:40:06, ADW_UNLOAD_GROUP, 0, 0, 2.6, 0, 0, 13.4, 0, 0, 428, 0, 0, 0, 0
1, 128040, 11/12/2018 07:00:27, ADW_UNLOAD_GROUP, 0, 0, 0.1, 0, 0, 13.8, 0, 0, 581, 0, 0, 0, 0
1, 128041, 11/12/2018 07:20:03, ADW_UNLOAD_GROUP, 0, 0, 0, 0, 0, 13, 0, 0, 599, 0, 0, 0, 0.1
1, 128042, 11/12/2018 07:40:07, ADW_UNLOAD_GROUP, 0.1, 0.4, 18.7, 0.3, 0, 13.3, 25, 172, 940, 5, 0, 2.5, 52.7
1, 128043, 11/12/2018 08:00:12, ADW_UNLOAD_GROUP, 2.2, 4.5, 585.4, 1.9, 0, 12.7, 22, 184, 1348, 970, 0.4, 2982.2, 583.3
1, 128044, 11/12/2018 08:20:02, ADW_UNLOAD_GROUP, 27.8, 34.3, 13919.2, 5.3, 0, 5.8, 40, 444, 1197, 29036, 1.2, 2974.9, 1822.8
1, 128045, 11/12/2018 08:40:13, ADW_UNLOAD_GROUP, 16.1, 26.9, 10437.4, 7, 0, -113.3, 13, 168, 1033, 15952, 3.8, 2064.6, 8950
1, 128046, 11/12/2018 09:00:23, ADW_UNLOAD_GROUP, 25.5, 44, 15644.9, 13.7, 0, 0, 63, 604, 2315, 26938, 4.8, 5569.9, 7722.2
1, 128047, 11/12/2018 09:20:12, ADW_UNLOAD_GROUP, 32.9, 45.5, 23077.4, 10.7, 0, 0, 51, 584, 1531, 39575, 1.9, 4619.3, 2105.9
1, 128048, 11/12/2018 09:40:28, ADW_UNLOAD_GROUP, 34.1, 50.8, 22339, 13.5, 0, 0, 29, 340, 1065, 45454, 3.2, 3640.5, 5938.1
1, 128049, 11/12/2018 10:00:01, ADW_UNLOAD_GROUP, 12.2, 20.9, 11793.6, 6.8, 0, 0, 27, 252, 1287, 7349, 1.9, 2843.8, 2580.6
1, 128050, 11/12/2018 10:20:11, ADW_UNLOAD_GROUP, 8.6, 16.1, 8047.7, 5.5, 0, 0, 21, 188, 1081, 3407, 2, 749.9, 4784.9
1, 128051, 11/12/2018 10:40:11, ADW_UNLOAD_GROUP, 9.6, 15.4, 6449.3, 4.3, 0, 0, 12, 156, 917, 3678, 1.5, 1128.6, 3949.5
1, 128052, 11/12/2018 11:00:16, ADW_UNLOAD_GROUP, 4.7, 10.3, 3669, 4.7, 0, 0, 14, 112, 564, 1196, 0.9, 538.6, 1070.5
1, 128053, 11/12/2018 11:20:34, ADW_UNLOAD_GROUP, 5.2, 11.3, 5568.6, 5.3, 0, 0, 15, 100, 397, 1390, 0.8, 916.6, 1531.6
1, 128054, 11/12/2018 11:40:28, ADW_UNLOAD_GROUP, 5.7, 10.4, 5623, 3.8, 0, 0, 5, 64, 397, 2103, 0.9, 633.7, 1669.3
