time;host;sys_actsess_max;sys_cpu;sys_iowait;sys_oswait;sys_pga;sys_pxqct;sys_pxruns;sys_pxsrvt;sys_read;sys_redo;sys_rmwait;sys_syspct;sys_write
2018-11-02 00:00:00;1;0.05172488782454715;0.4012549011043829;0.1707617344696449;0.02186573031038408;0.11679342479070685;0.19320823450195562;-0.006426241043804746;0.20489880462319615;0.0728372294243671;0.30365870468554435;0.01963543802358683;0.3166575865867006;0.06307393233277968
2018-11-02 01:00:00;1;0.05176244696523216;0.4013686173044415;0.17087048061904048;0.021879132984302264;0.11709343015061534;0.1934163415538643;-0.006402195641590947;0.20509527427034566;0.07286527510920103;0.3037380213140187;0.019641852564136825;0.3168565797725462;0.06310207799363213
2018-11-02 02:00:00;1;0.051800006105917173;0.40148233350450013;0.17097922676843608;0.02189253565822045;0.11739343551052381;0.193624448605773;-0.006378150239377148;0.20529174391749513;0.07289332079403495;0.30381733794249316;0.019648267104686826;0.3170555729583918;0.06313022365448458
2018-11-02 03:00:00;1;0.051837565246602185;0.4015960497045587;0.17108797291783165;0.021905938332138636;0.11769344087043229;0.19383255565768165;-0.006354104837163349;0.20548821356464464;0.07292136647886888;0.30389665457096754;0.019654681645236823;0.3172545661442374;0.06315836931533701
2018-11-02 04:00:00;1;0.05187512438728719;0.4017097659046173;0.17119671906722722;0.02191934100605682;0.11799344623034076;0.19404066270959033;-0.006330059434949551;0.20568468321179412;0.0729494121637028;0.3039759711994419;0.019661096185786823;0.317453559330083;0.06318651497618946
2018-11-02 05:00:00;1;0.0519126835279722;0.40182348210467594;0.17130546521662282;0.021932743679975004;0.11829345159024925;0.19424876976149902;-0.006306014032735752;0.20588115285894362;0.07297745784853674;0.30405528782791635;0.01966751072633682;0.3176525525159286;0.06321466063704191
2018-11-02 06:00:00;1;0.051950242668657214;0.40193719830473457;0.1714142113660184;0.021946146353893192;0.11859345695015772;0.1944568768134077;-0.006281968630521953;0.20607762250609313;0.07300550353337065;0.30413460445639073;0.01967392526688682;0.3178515457017742;0.06324280629789436
2018-11-02 07:00:00;1;0.051987801809342225;0.4020509145047932;0.171522957515414;0.021959549027811377;0.1188934623100662;0.1946649838653164;-0.006257923228308154;0.2062740921532426;0.07303354921820458;0.3042139210848651;0.019680339807436817;0.3180505388876198;0.06327095195874681
2018-11-02 08:00:00;1;0.05202536095002724;0.4021646307048518;0.17163170366480957;0.02197295170172956;0.11919346766997468;0.19487309091722507;-0.006233877826094355;0.2064705618003921;0.07306159490303851;0.30429323771333955;0.019686754347986817;0.3182495320734654;0.06329909761959925
2018-11-02 09:00:00;1;0.05206292009071225;0.4022783469049104;0.17174044981420514;0.021986354375647745;0.11949347302988315;0.19508119796913376;-0.006209832423880556;0.2066670314475416;0.07308964058787243;0.30437255434181393;0.019693168888536814;0.318448525259311;0.0633272432804517
2018-11-02 10:00:00;1;0.05210047923139726;0.402392063104969;0.17184919596360074;0.021999757049565933;0.11979347838979164;0.19528930502104241;-0.006185787021666757;0.2068635010946911;0.07311768627270636;0.3044518709702883;0.019699583429086814;0.3186475184451566;0.06335538894130414
2018-11-02 11:00:00;1;0.052138038372082265;0.4025057793050276;0.1719579421129963;0.022013159723484117;0.12009348374970011;0.1954974120729511;-0.006161741619452958;0.2070599707418406;0.07314573195754029;0.30453118759876274;0.01970599796963681;0.3188465116310022;0.0633835346021566
2018-11-02 12:00:00;1;0.05217559751276728;0.40261949550508624;0.17206668826239188;0.0220265623974023;0.12039348910960859;0.19570551912485978;-0.006137696217239159;0.20725644038899008;0.0731737776423742;0.3046105042272371;0.01971241251018681;0.3190455048168478;0.06341168026300904
2018-11-02 13:00:00;1;0.05221315665345229;0.40273321170514487;0.17217543441178748;0.02203996507132049;0.12069349446951706;0.19591362617676847;-0.0061136508150253606;0.20745291003613958;0.07320182332720813;0.3046898208557115;0.01971882705073681;0.3192444980026934;0.06343982592386148
2018-11-02 14:00:00;1;0.0522507157941373;0.4028469279052035;0.17228418056118305;0.022053367745238674;0.12099349982942555;0.19612173322867715;-0.0060896054128115615;0.20764937968328906;0.07322986901204206;0.30476913748418594;0.01972524159128681;0.319443491188539;0.06346797158471393
2018-11-02 15:00:00;1;0.05228827493482231;0.40296064410526206;0.17239292671057863;0.022066770419156858;0.12129350518933403;0.1963298402805858;-0.0060655600105977625;0.20784584933043856;0.073257914696876;0.3048484541126603;0.019731656131836806;0.3196424843743846;0.06349611724556638
2018-11-02 16:00:00;1;0.052325834075507324;0.4030743603053207;0.17250167285997423;0.022080173093075042;0.1215935105492425;0.1965379473324945;-0.006041514608383963;0.20804231897758807;0.07328596038170991;0.3049277707411347;0.019738070672386802;0.3198414775602302;0.06352426290641883
2018-11-02 17:00:00;1;0.05236339321619233;0.4031880765053793;0.1726104190093698;0.02209357576699323;0.12189351590915098;0.19674605438440318;-0.006017469206170164;0.20823878862473755;0.07331400606654384;0.30500708736960913;0.019744485212936803;0.3200404707460758;0.06355240856727128
2018-11-02 18:00:00;1;0.05240095235687734;0.4033017927054379;0.1727191651587654;0.022106978440911414;0.12219352126905945;0.19695416143631186;-0.005993423803956365;0.20843525827188705;0.07334205175137777;0.3050864039980835;0.0197508997534868;0.3202394639319214;0.06358055422812371
2018-11-02 19:00:00;1;0.05243851149756235;0.40341550890549654;0.17282791130816097;0.0221203811148296;0.12249352662896794;0.19716226848822055;-0.005969378401742566;0.20863172791903653;0.07337009743621169;0.3051657206265579;0.0197573142940368;0.320438457117767;0.06360869988897616
